main_post_id,if_comment_id,if_reply_root_id,type,content,post_time,likes,user_id
4982946184561321,4983341696418658.0,,comment,我是来围观的，大家继续啊。,2023-12-26 23:31,0,3835617443
4982946184561321,4983341696418266.0,,comment,一直被模仿，从未被超越！,2023-12-26 23:31,0,5711513086
4982946184561321,4983341696418087.0,,comment,支持你,2023-12-26 23:31,0,2434944307
4982946184561321,4983341696156004.0,,comment,这真的不错！,2023-12-26 23:31,0,3648806801
4982946184561321,4983341696155726.0,,comment,我一向都是很善良的支持的。,2023-12-26 23:31,0,3173240140
4982946184561321,4983341694847306.0,,comment,永远支持你,2023-12-26 23:31,0,5880529544
4982946184561321,4983341694846539.0,,comment,就是支持你！,2023-12-26 23:31,0,3040655111
4982946184561321,4983341694582895.0,,comment,我一向都是很善良的支持的。,2023-12-26 23:31,0,5675553788
4982946184561321,4983341693274520.0,,comment,感觉很不错，一定会支持到底的。,2023-12-26 23:31,0,3807966980
4982946184561321,4983341693273267.0,,comment,被标题吸引到啦,2023-12-26 23:31,0,3758808907
4982946184561321,4983341693273229.0,,comment,这样就是我最爱的，,2023-12-26 23:31,0,3104958167
4982946184561321,4983341693272503.0,,comment,感觉自己不赞一个不行啊。,2023-12-26 23:31,0,5625712127
4982946184561321,4983341693272494.0,,comment,博主很用心，内容蛮踏实的，所以值得去分享,2023-12-26 23:31,0,5314282100
4982946184561321,4983341693010567.0,,comment,过瘾，带劲,2023-12-26 23:31,0,6105668722
4982946184561321,4983341692748825.0,,comment,看不了心塞,2023-12-26 23:31,0,7190502287
4982946184561321,4983341692748068.0,,comment,厉害,2023-12-26 23:31,0,5787601827
4982946184561321,4983341692748057.0,,comment,?看完必须赞一下！,2023-12-26 23:31,0,5387522692
4982946184561321,4983341692490896.0,,comment,真的是,2023-12-26 23:31,0,5572839425
4982946184561321,4983341692486330.0,,comment,博主很不错！！！！,2023-12-26 23:31,0,5420386597
4982946184561321,4983341692227255.0,,comment,说的很对,2023-12-26 23:31,0,2910184351
4982946184561321,4983341692223895.0,,comment,这博文相当的给力!!!,2023-12-26 23:31,0,5941443270
4982946184561321,4983341691967398.0,,comment,永远支持你,2023-12-26 23:31,0,3293696035
